,0
912,"What a movie..Great acting, story, brilliant direction ,screenplay,dialogues..this movie teaches us beautiful lesson of life..Best entertainment of 2020 along with equally wonderful acting from everyone...
Anurag Basu knows how to play with the audience. This is yet another example of creative film making by the Barfi director..."
913,"One of the finest movie in recent times, what a beautiful amalgamation.. simply top notch...hats off to anurag basu and his team for pulling such a movie... Movie never gets bored, it keeps you hooked for entire duration.."
914,"Keeps you on the edge of the seat, with brilliant actors playing in a serious yet comic role. Hats off to all."
915,"Anurag basu is the best story teller.Everyone acted so well. You have to be smart to connect the film to a game of ludo. Basu cracked it so well.Everyone acted so well especially Rajkumar, Tripathi and bachan.Music was superb. You will love songs.Please do watch and entertain yourself."
916,Overall movie is good though there is a drag in the middle part.
917,"Must watch..... Everyone played their characters really good....
Hats off to Pankaj Tripathi and Rajkumar Rao....
And lastly, Anurag Basu.... U r masterclass....."
918,"Fab job on Direction, Script, Characters, Performamce, Music. Pankaj Tripathy, Abhishek B, RajkumarRao at their best and perhaps all other actors. Twist is mind blowing. Unexpected at many turns. A sheer delight and refreshing. Such movies deserve Oscar stage def."
919,The menu scene of Rajkumar is awesome. It is an abstract movie.
920,Intelligently altered Crash beautifully added humor with crime like in bruges what a masterpiece....hats off Anurag Basu.....
921,All in all it's a great movie but this guy makes it even better. The way his dialogue delivery is makes the film much more than what actually it is.
922,"Really I didn't expect it to be this good. The direction and the humor are at it's best. If you are thinking you should watch it or not, take my suggestion and, watch it.
Everyone in the movie was brilliant. Only one thing, it could be little bit shorter. Still worth a watch."
923,"Refreshing and Best Film of the Worst Year 2020. Awesome Story telling and no character will disappoint you at all.
Kudos and Hats off to Anurag Basu, he nailed it yet again."
924,By far this is the best cenima i have watched in 2020The direction is absolutely flawless. Its a must must watch.
925,"Anurag Da is at his best again. Everyone has played their part so well, notably Pankaj Tripathi, Abhishek Bachchan and Rajkumar Rao. You are glued to the screen and don't wish to leave the movie in betweenWell done"
926,Maybe this could be the biggest movie of the year. The acting skills of all the actors are amazing.. Worth of a try
927,"You'll love this movie. The ensemble is too good. Mr. Tripathi, if you are a fan, you'll fall head over with this work of his. Impeccable dialogue delivery and to cap it off - the end seen - too too good! You'll love it. Every other character, Mr. Rao, Mr. Bachhan (Junior) and other cast.. superb work."
928,"Must watch if you like dark comedy. Screenplay, direction and is too good."
929,Nice movie all character are interconnect each other ... One of the best movie I ever seen ... Do go with critics .. watch movie first it's great experience and emotional movie..
930,"I wish I got to experience this movie in Theatre!
What a MOVIE!! Hats Off Anurag Basu.
The perfect use of Characters, Colors and the NARRATION!
The crossover of characters attempt... SUCCESSFUL ✅
Wow! Don't miss this...
THE BEST MOVIE OF THIS YEAR!
Indian Cinema Needs Such Movies
This movie proves ANURAG is not just a Dance Judge but the most CREATIVE BOLLYWOOD DIRECTOR.
Enjoyed the movie till the very END! <3
Go Watch It Guys."
931,1 of the Best movie that i watch please see this movie
932,"This movie has unique style of story telling, good comedy and lot of suspense."
933,"This movie is very good , actually deserves oscar."
934,"Life is like an LUDO, must watch will enjoy the movie."
935,"Anruag Basu did it again ! This film has some serious BARFI vibes!
It's very deep, dark but fun filled film .. full of laughters, great momets between the characters, the movie does full justice to all the characters even though there are many ! The way these characters get entangled in the film was amazing ! And film is equally emotional too!I wish I could have seen this film in theatres!!My Best Story was Abhishek Bachchan and that kid. Bahut emotional kar diya yaar!"
936,"Are, bhi kya he bola maja agaya 🔥
In one word
( op) 👍"
937,It is unique movie not like typical Bollywood masala movie one hero one heroine one villain. LUDO is excellent movie and performance of all actors is very good but one complain that may be Abhishek bacchan's story different ending not satisfied with Abhishek bacchan s story end . otherwise movies is excellent . pankaj tripathi rajkumarrao performance is outstanding no doubt and other cast of movie also do their nice job.if you like unique and different plots movies then please watch this movie .
